Johanneksen evankeliumi suomeksi ja vosaksi.	Johanof rossa mu fin a vosa.
17 Niin muutamat hänen opetuslapsistansa puhuivat keskenänsä: Mikä se on, kun hän sanoo meille: Vähän ajan perästä ja ette näe minua ja taas vähän ajan perästä ja te näette minun, ja minä menen Isän tykö?	17 Itli ipsi häof usdavjosi sasaaen vigög häsi: Ko it oo, na hä saa tu ajsi: Deut ipri no a jasi ej vokaa aj a anen deut ipri no a jasi vokaa aj, a aj tuu tu Ma?
18 Niin he sanoivat: Mikä se on, kun hän sanoo: Vähän ajan perästä? Emme tiedä, mitä hän puhuu.	18 Itli häsi saaen: Ko it oo, na hä saa: Deut ipri no? Ajsi ej daa, ko hä sasaa.
19 Niin Jeesus ymmärsi, että he tahtoivat kysyä häneltä ja sanoi heille: Sitä te kysytte keskenänne, että minä sanoin: Vähän ajan perästä ja ette näe minua ja taas vähän ajan perästä ja te näette minun.	19 Itli Jesus dakavooen, syt häsi obraaen koo ut hä a saaen tu häsi: It jasi koo vigög jasi, syt aj saaen: Deut ipri no a jasi ej vokaa aj a anen deut ipri no a jasi vokaa aj.
20 Totisesti, totisesti sanon minä teille: Teidän pitää itkemän ja parkuman, mutta maailma iloitsee. Te tulette murheellisiksi, mutta teidän murheenne käännetään iloksi.	20 Darilli, darilli aj saa tu jasi: Jasi piitne eeh a säeeh, mut köl roos. Jasi muu sorva, mut jasiof sor töönta mu ros.
21 Kun vaimo synnyttää, niin hänellä on kipu, sillä hänen hetkensä tuli, mutta kun hän on lapsen synnyttänyt, niin ei hän enää muista vaivaansa ilon tähden, että ihminen on syntynyt maailmaan.	21 Na viäm tenöee, itli hä oof ahfi, syfor häof ipno uuten, mut na hä oo son tenöee-en, itli hä ejpirnen söö tesaf forsy ros, syt mäm oo nöee-en intu köl.
22 Niin teillä on myös nyt murhe, mutta minä tahdon teitä jälleen nähdä ja teidän sydämenne on iloitseva ja ei kenenkään pidä teidän iloanne teiltä ottaman pois.	22 Itli jasi oof ali nen sor, mut aj obraa jasi dunen vokaa a jasiof hemoev nee roos a ej kojo piitne jasiof ros ut jasi aap yr.
23 Ja sinä päivänä ette mitään kysy minulta. Totisesti, totisesti sanon minä teille: Mitä ikinä te anotte Isältä minun nimeeni, niin hän antaa teille.	23 A na it tan jasi ejö koo ut aj. Darilli, darilli aj saa tu jasi: Ko kina jasi teaaf ut Ma in ajof ersa, itli hä faa tu jasi.
24 Ette ole mitään minun nimeeni tähän asti anoneet. Rukoilkaa, niin te saatte, että teidän ilonne olisi täydellinen.	24 Jasi oo ejö in ajof ersa ättu tä teaafen. Usteaaf jasi, itli jasi aaf, syt jasiof ros ooif fulvova.
25 Näitä olen minä teille puhunut kuvauksissa, mutta aika tulee, etten minä silleen puhu teille kuvauksissa, vaan ilmoitan julkisesti teille minun Isästäni.	25 Täsi oo aj tu jasi sasaaen in kasaatesi, mut no uut, syt aj ej li it sasaa tu jasi in kasaatesi, mut dafaa dihli tu jasi öb ajof Ma.
26 Sinä päivänä pitää teidän rukoileman minun nimeeni. Ja en minä sano teille, että minä rukoilen Isää teidän tähtenne,	26 Na it tan piitne jasi usteaaf in ajof ersa. A aj ej saa tu jasi, syt aj usteaaf Ma forsy jasi,
27 sillä Isä rakastaa itse teitä, että te minua rakastitte ja uskoitte minun Jumalasta lähteneen.	27 syfor Ma raa aut jasi, syt jasi raaen aj a uusen aj ut Hajo urtuuen.
28 Minä läksin Isästä ja tulin maailmaan. Taas minä jätän maailman ja menen Isän tykö.	28 Aj urtuuen ob Ma a uuten tu köl. Anen aj tejää köl a tuu tu Ma.
29 Sanoivat hänen opetuslapsensa hänelle: Katso, nyt sinä julkisesti puhut ja et yhtään tapausta sano.	29 Saaen häof usdavjosi tu hä: Kaa ja, nen ja dihli sasaa a ja ejri kasaate saa.
30 Nyt me tiedämme sinun kaikki tietävän ja et sinä tarvitse, että joku sinulta kysyy, sen tähden me uskomme sinun Jumalasta lähteneen.	30 Nen ajsi daa ja ki daa a ja ej niid, syt öjo ut ja koo, forsy it ajsi uus ja ut Hajo urtuuen.
31 Jeesus vastasi heille: Nyt te uskotte.	31 Jesus ooken tu häsi: Nen jasi uus.
32 Katso, aika tulee ja nyt tuli, että te jokainen hajotetaan kuka minnekin ja minut te yksinäni jätätte. En minä kuitenkaan yksinäni ole, sillä Isä on minun kanssani.	32 Kaa ja, no uut a nen uuten, syt jasi ki silomuuta kojo kotu a  jasi isvi tejää aj. Aj amut ej isvi oo, syfor Ma oo vi aj.
33 Näitä olen minä teille puhunut, että teillä minussa rauha olisi. Maailmassa on teillä tuska, mutta olkaa hyvässä turvassa, minä voitin maailman.	33 Täsi oo aj tu jasi sasaaen, syt jasi ooif in aj pis. In köl jasi oof ahvofi, mut oo jasi in hava tur, aj viinen köl.
Johannes 17	Johan 17
1 Näitä puhui Jeesus ja nosti silmänsä taivasta päin ja sanoi: Isä, hetki tuli, kirkasta sinun Poikasi, että sinun Poikasi kirkastaisi myös sinut!	1 Täsi sasaaen Jesus a payylen häof kaevsi dirtu yllo a saaen: Ma, ipno uuten, kliir ja jaof Son, syt jaof Son kliirif ali ja!
2 Niin kuin sinä annoit hänelle vallan kaiken lihan päälle, antaa iankaikkisen elämän kaikille, jotka sinä hänelle annoit.	2 Itli li ja faaen tu hä pö le ki mit, faa kikinova eo tu ki, kojosi ja tu hä faaen.
3 Mutta tämä on iankaikkinen elämä, että he sinun ainoan totisen Jumalan tuntisivat ja jonka lähetit, Jeesuksen Kristuksen.	3 Mut tä oo kikinova eo, syt häsi jaof eris darilva Hajo kavodaaif a kojo ja pagaaen, Jesus Krist.
4 Minä kirkastin sinun maan päällä: Minä täytin sen työn, jonka minulle annoit tehdäkseni.	4 Aj kliiren ja la mol: Aj fuulen it tö, ko ja tu aj faaen syt aj teeif.
5 Ja nyt Isä, kirkasta sinä minua itse tykönäsi sillä kirkkaudella, joka minulla sinun tykönäsi oli ennenkun tämä maailma olikaan.	5 A nen Ma, kliir ja aj aut tut ja vy it klirvao, ko aj oofen tut ja en na tä köl ooen a.
6 Minä ilmoitin sinun nimesi ihmisille, jotka minulle maailmasta annoit. He olivat sinun ja minulle sinä ne annoit ja sinun sanasi he kätkivät.	6 Aj dafaaen jaof ersa tu mämsi, kojosi ja tu aj ut köl faaen. Häsi ooen jaof a tu aj ja itsi faaen a jaof sasi häsi hiiden.
7 He tiesivät nyt kaikki olevan sinusta, mitkä sinä minulle annoit.	7 Häsi daaen nen ki oova ut ja, kosi ja tu aj faaen.
8 Sillä ne sanat, jotka sinä minulle annoit, annoin minä heille, ja he ne ottivat vastaan ja totisesti tunsivat minun sinusta lähteneen ja uskoivat, että sinä minut lähetit.	8 Syfor itsi sasi, kosi ja tu aj faaen, aj faaen tu häsi, a häsi itsi ögaapen a darilli kadavooen aj ut ja urtuuen a uusen, syt ja aj pagaaen.
9 Minä rukoilen heidän edestänsä. En minä maailman edestä rukoile, vaan niiden edestä, jotka sinä minulle annoit, että he ovat sinun omasi.	9 Aj usteaaf gö häsi. Aj ej gö köl usteaaf, mut gö itsi, kojosi ja tu aj faaen, syt häsi oo jaof öfva.
10 Ja kaikki minun omani ovat sinun ja sinun omasi ovat minun ja minä olen kirkastettu heissä.	10 A ki ajof öfva oo jaof a jaof öfva oo ajof a aj oo kliiren in häsi.
11 En minä silleen ole maailmassa, mutta he ovat maailmassa ja minä tulen sinun tykösi. Pyhä Isä, kätke niitä, jotka sinä minulle annoit, sinun nimesi tähden, että he olisivat yksi niin kuin mekin!	11 Aj ej li it oo in köl, mut häsi oo in köl a aj uut tu ja. Pyhva Ma, hiid ja itsi, kojosi ja tu aj faaen, forsy jaof ersa, syt häsi ooif is itli li ajsi ali!
12 Kun minä olin heidän kanssansa maailmassa, niin minä kätkin heitä sinun nimessäsi. Ne, jotka minulle annoit, kätkin minä ja ei niistä kenkään kadonnut, vaan se kadotuksen lapsi, että Raamattu täytettäisiin.	12 Na aj ooen vi häsi in köl, itli aj hiiden häsi in jaof ersa. Itsi, kojosi tu aj faaen, aj hiiden a ob itsi ejkojo kayyren, mut it pakayyrte ipmäm, syt Uskirto fuulifta.
13 Mutta nyt minä tulen sinun tykösi ja puhun näitä maailmassa, että heissä olisi minun iloni täydellinen.	13 Mut nen aj uut tu ja a sasaa täsi in köl, syt in häsi ooif ajof ros fulvova.
14 Minä annoin heille sinun sanasi ja maailma vihasi heitä, sillä ei he ole maailmasta, niin kuin en minäkään maailmasta ole.	14 Aj faaen tu häsi jaof sasi a köl aaren häsi, syfor häsi ej oo ut köl, itli li aj ej ali ut köl oo.
15 En minä rukoile, että heitä ottaisit pois maailmasta, vaan että heitä pahasta varjelisit.	15 Aj ej usteaaf, syt ja häsi aapif yr ut köl, mut syt ja häsi ut ahva utseefif.
16 Ei he ole maailmasta, niin kuin en minäkään maailmasta ole.	16 Ej häsi oo ut köl, itli li aj ej ali ut köl oo.
17 Pyhitä heitä totuudessasi! Sinun puheesi on totuus.	17 Forpyyh ja häsi in jaof darilvao! Jaof sasa oo darilvao.
18 Niin kuin sinä minun lähetit maailmaan, niin minä myös lähetin heidät maailmaan.	18 Itli li ja aj pagaaen tu köl, itli aj ali pagaaen häsi tu köl.
19 Ja minä pyhitän itseni heidän tähtensä, että hekin olisivat totuudessa pyhitetyt.	19 A aj forpyyh aut forsy häsi, syt häsi ooif in darilvao pyyhen.
20 Mutta en minä ainoastaan heidän edestänsä rukoile, vaan myös niiden edestä, jotka heidän sanansa kautta uskovat minuun.	20 Mut aj ej erisli gö häsi usteaaf, mut ali gö itsi, kojosi intuni häsiof sasi uus intu aj.
21 Että he kaikki yhtä olisivat, niin kuin sinä Isä minussa olet ja minä sinussa, että hekin meissä niin yhtä olisivat, että maailma uskoisi sinun minut lähettäneeksi.	21 Syt häsi ki is ooif, itli li ja Ma in aj oo a aj in ja, syt häsi in ajsi itli is ooif, syt köl uusif ja aj pagaaen.
22 Ja minä annoin heille sen kunnian, jonka sinä minulle annoit, että he yhtä olisivat, niin kuin mekin yhtä olemme.	22 A aj faaen tu häsi it hon, ko ja tu aj faaen, syt häsi is ooif, itli li ali ajsi is oo.
23 Minä olen heissä ja sinä minussa, että he niin yhdessä täydelliset olisivat ja maailma tietäisi, että sinä minut lähetit ja että sinä heitä rakastit, niin kuin sinä minua rakastit.	23 Aj oo in häsi a ja in aj, syt häsi itli revi fulvova ooif a köl daaif, syt ja aj pagaaen a syt ja häsi raaen, itli li ja aj raaen.
24 Isä, minä tahdon, että kussa minä olen, siellä nekin olisivat minun kanssani, jotka sinä minulle antanut olet, että he minun kunniani näkisivät, jonka minulle annoit, sillä sinä rakastit minua ennenkun maailman perustus laskettu oli.	24 Ma, aj obraa, syt koin aj oo, itla itsi ali ooif vi aj, kojosi ja tu aj faaen oo, syt häsi ajof hon vokaaif, ko tu aj faaen, syfor ja raaen aj en na kölof beslo lypaaen ooen.
25 Vanhurskas Isä! Ei maailma sinua tuntenut, mutta minä tunsin sinut ja nämä ymmärsivät, että sinä minut lähetit.	25 Ushava Ma! Ej köl ja kavodaaen, mut aj kavodaaen ja a täsi dakavooen, syt ja aj pagaaen.
26 Ja minä julistin heille sinun nimesi ja vielä julistan, että se rakkaus, jolla sinä minua rakastit, heissä olisi ja minä myös heissä.	26 A aj dihsasaaen tu häsi jaof ersa a pirnen dihsasaa, syt it ra, kovy ja aj raaen, in häsi ooif a aj ali in häsi.
Johannes 18	Johan 18
1 kun Jeesus nämä oli sanonut, meni hän ulos opetuslastensa kanssa Kedronin ojan ylitse, siellä oli yrttitarha, johon hän meni sisälle ja hänen opetuslapsensa.	1 Na Jesus täsi ooen saaen, tuuen hä nitu vi häof usdavjosi ylli Kedron bavamtul, itla ooen tereplimlo, kointu hä tuuen inle a häof usdavjosi.
2 Mutta Juudas, joka hänen petti, tiesi myös sen paikan, sillä Jeesus tuli sinne usein opetuslastensa kanssa.	2 Mut Judas, kojo häof hatuaahen, daaen ali it lo, syfor Jesus uuten itle sina vi usdavjosi.
3 Kun siis Juudas oli joukon kanssansa ottanut ja palvelijat ylimmäisiltä papeilta ja farisealaisilta, tuli hän sinne lyhdyillä, soihduilla ja sota-aseilla.	3 Na syklirli Judas ooen sio vi hä aapen a seerjosi ut yllast ussajosi a pösousjosi, uuten hä itle vi gagkatvosi, bönkatvosi a sipvosi.
4 Kun siis Jeesus tiesi kaikki, mitä hänelle tapahtuman piti, niin hän läksi ja sanoi heille: Ketä etsitte?	4 Na syklirli Jesus daaen ki, ko tu hä hääp piiten, itli hä urtuuen a saaen tu häsi: Kojo jasi seek?
5 He vastasivat hänelle: Jeesusta Natsaretilaista. Sanoi Jeesus heille: Minä olen! Mutta Juudas, jonka hänen petti, seisoi myös heidän kanssansa.	5 Häsi ooken tu hä: Jesus Nasaretjo. Saaen Jesus tu häsi: Aj oo! Mut Judas, kojo hä hatuaahen, tiisen ali vi hä.
6 Kun siis Jeesus sanoi heille: Minä olen, astuivat he takaperin ja lankesivat maahan.	6 Na syklirli Jesus saaen tu häsi: Aj oo, vetuuen häsi kadedirli a ahlytuuen tu mol.
7 Niin hän taas kysyi heiltä: Ketä te etsitte? Mutta he sanoivat: Jeesusta Natsarealaista.	7 Itli hä anen kooen ut häsi: Kojo jasi seek? Mut häsi saaen: Jesus Nasaretjo.
8 Jeesus vastasi: Minä sanoin teille, että minä olen. Jos te siis minua etsitte, niin antakaa näiden mennä,	8 Jesus ooken: Aj saaen tu jasi, syt aj oo. If jasi syklirli seek aj, itli faa jasi täsi tuu,
9 että se puhe täytettäisiin, jonka hän oli sanonut: En minä niistä yhtään kadottanut, jotka sinä minulle annoit.	9 syt it sasa fuulifta, ko hä ooen saaen: Aj ob itsi ejri pakayyren, kojosi ja tu aj faaen.
10 Niin Simon Pietarilla oli miekka, jonka hän veti ulos ja löi ylimmäisen papin palvelijaa ja hakkasi pois hänen oikean korvansa, jonka palvelijan nimi oli Malkus.	10 Itli Simon Pietar oofen kutsipvo, ko hä poaagen nitu a hääken yllast ussajo-of seerjo a hääken yr häof ratva höev, kojo-of seerjo ersa ooen Malkus.
11 Niin Jeesus sanoi Pietarille: Pistä miekkasi tuppeen, eikö minun pidä juoman sitä kalkkia, jonka Isä minulle antoi?	11 Itli Jesus saaen tu Pietar: Paa jaof kutsipvo intu nisef, ejko aj piit veem it kalkmo, ko Ma tu aj faaen?
12 Niin joukko ja ylimmäinen päämies ja juutalaisten palvelijat ottivat kiinni Jeesuksen ja sitoivat hänen	12 Itli joposio a yllast pämä a jutjosiof seerjosi aapen ru Jesus a virupaaen hä
13 ja veivät ensin Hannaksen tykö, sillä hän oli Kaifaan appi, joka oli sinä vuonna ylimmäinen pappi.	13 a gaaen isvana tu Hannas, syfor hä ooen Kaifasof bajvima, kojo ooen na it jän yllast ussajo.
14 Ja Kaifas oli se, joka juutalaisille oli neuvon antanut, että yhtä ihmistä olisi tarpeellinen kuolettaa kansan edestä.	14 A Kaifas ooen it, kojo tu jutjosi ooen lisa faaen, syt is mäm ooif nidva te-eöön gö hyj.
15 Ja Simon Pietari seurasi Jeesusta ja toinen opetuslapsi. Mutta se opetuslapsi oli ylimmäisen papin tuttava ja meni sisälle Jeesuksen kanssa ylimmäisen papin saliin.	15 A Simon Pietar dekaaen Jesus a duva usdavjo. Mut it usdavjo ooen yllast ussajo-of vikadajo a tuuen inle vi Jesus intu yllast ussajo-of ropitolik.
16 Mutta Pietari jäi ulos oven eteen. Niin toinen opetuslapsi, joka ylimmäisen papin tuttava oli, meni ulos ja puhui ovenvartijalle ja toi Pietarin sisälle.	16 Mut Pietar jääen ni kaedtu ouv. Itli duva usdavjo, kojo yllast ussajo-of vikadajo ooen, tuuen nitu a sasaaen tu ouvkaadjo a aagen Pietar inle.
17 Niin sanoi ovenvartijapiika Pietarille: Etkö sinäkin olen tämän miehen opetuslapsia? Hän sanoi: En ole.	17 Itli saaen ouvkaadsernos tu Pietar: Ejko ja ali oo tä mäof usdavjosi? Hä saaen: Aj ej oo.
18 Mutta palvelijat, jotka hiilistä olivat tulen tehneet, sillä kylmä oli, seisoivat ja lämmittelivät. Ja Pietari seisoi myös heidän kanssansa ja lämmitteli.	18 Mut seerjosi, kojosi ob moCsi ooen bön tee-en, syfor kalva ooen, tiisen a silaaken. A Pietar tiisen ali vi häsi a silaaken.
19 Niin ylimmäinen pappi kysyi Jesukselta hänen opetuslapsestansa ja opetuksestansa.	19 Itli yllast ussajo kooen ut Jesus öb häof usdavjo a padav.
20 Jeesus vastasi hänelle: Minä olen maailman edessä julkisesti puhunut. Minä olen synagogassa opettanut ja temppelissä, johonka Juutalaiset joka paikasta kokoon tulevat ja en ole mitään salaisuudessa puhunut.	20 Jesus ooken tu hä: Aj oo kaed köl dihli sasaaen. Aj oo in jutustol padaaven a in roustol, kointu jutjosi ut ki lo tukivi uut a aj oo ejö in dahidvao sasaaen.
21 Miksi minulta kysyt? Kysy niiltä, jotka kuulivat, mitä minä heille puhunut olen. Katso, ne tietävät, mitä minä sanonut olen.	21 Kosy ut aj ja koo? Koo jasi ut itsi, kojosi vohööen, ko aj tu häsi sasaaen oo. Kaa ja, itsi daa, ko aj saaen oo.
22 Mutta kun hän näitä puhui, antoi yksi niistä palvelijoista, jotka läsnä seisoivat, Jeesukselle korvapuustin ja sanoi: Niinkö sinä vastaat ylimmäiselle papille!	22 Mut na hä täsi sasaaen, faaen is ob itsi seerjosi, kojosi tutvi tiisen, tu Jesus höevnip a saaen: Itliko ja ook tu yllast ussajo!
23 Jeesus vastasi hänelle: Jos minä pahasti puhuin, niin tunnusta se pahaksi, mutta jos minä oikein puhuin, miksi minua lyöt?	23 Jesus ooken tu hä: If aj ahli sasaaen, itli görilsaa ja it mu ahva, mut if aj ratli sasaaen, kosy hääken aj?
24 Niin Hannas lähetti hänen sidottuna ylimmäisen papin Kaifaan tykö.	24 Itli Hannas pagaaen hä virupaaen tu yllast ussajo Kaifas.
25 Mutta Simon Pietari seisoi ja lämmitteli. Niin he sanoivat hänelle: Etkö sinä ole myös hänen opetuslapsiansa? Hän kielsi ja sanoi: En ole.	25 Mut Simon Pietar tiisen a silaaken. Itli häsi saaen tu hä: Ejko ja oo ali häof usdavjosi? Hä eejen a saaen: Aj ej oo.
26 Sanoi hänelle yksi ylimmäisen papin palvelijoista sen lanko, jonka korvan Pietari hakkasi pois: Enkö minä sinua nähnyt yrttitarhassa hänen kanssansa?	26 Saaen tu hä is ob yllast ussajo-of seerjosi itof bajvimämbajson, kojo-of höev Pietar hääken yr: Ejko aj ja vokaaen in tereplimlo vi hä?
27 Niin Pietari taas kielsi ja kohta kukko lauloi.	27 Itli Pietar anen eejen a ipne mäkotsif hösaaen.
28 Niin he veivät Jeesuksen Kaifaan tyköä raastupaan. Mutta se oli aamu ja ei he menneet raastupaan, ettei he itseänsä saastuttaisi, vaan söisivät pääsiäislampaan.	28 Itli häsi gaaen Jesus ut Kaifas intu pöcutolik. Mut it ooen entan a ej häsi tuuen intu pöcutolik, syt häsi ej aut ahnilkmooif, mut eemif Afturono bääpe.
29 Niin Pilatus meni ulos heidän tykönsä ja sanoi: Mitä kannetta te tuotte tätä miestä vastaan?	29 Itli Pilatus tuuen nitu tu hä a saaen: Ko tuongsa jasi aag ög tä mä?
30 He vastasivat ja sanoivat hänelle: Ellei hän pahantekijä olisi, emme olisi häntä sinun haltuusi antaneet.	30 Häsi ooken a saaen tu hä: Ifej hä ahteejo ooif, ajsi ej ooif hä tupövi ja faaen.
31 Niin Pilatus sanoi heille: Ottakaa te hänet ja tuomitkaa häntä teidän lakinne mukaan. Juutalaiset sanoivat siis hänelle: Meidän ei sovi ketään tappaa,	31 Itli Pilatus saaen tu häsi: Aap jasi hä a pöcuu jasi hä vili jasiof pöso. Jutjosi saaen syklirli tu hä: Ajsi tusoop ejjo paeöön,
32 että Jeesuksen puhe täytettäisiin, kun hän sanoi, merkiten, millä kuolemalla hänen piti kuoleman.	32 syt Jesusof sasa fuulifta, na hä saaen, obmaarkli, kovy eön hä piiten eöön.
33 Niin Pilatus taas meni raastupaan, kutsui Jeesuksen ja sanoi hänelle: Oletko sinä Juutalaisten kuningas?	33 Itli Pilatus anen tuuen intu pöcutolik, tukooen Jesus a saaen tu hä: Ooko ja jutjosiof roylmä?
34 Jeesus vastasi hänelle: Sanotko sinä sen itsestäsi, eli ovatko muut sen minusta sinulle sanoneet?	34 Jesus ooken tu hä: Saako ja it öb aut, tuasaali ooko tuasi it öb aj tu ja saaen?
35 Pilatus vastasi: Olenko minä Juutalainen? Sinun kansasi ja ylimmäiset papit antoivat ylen sinut minulle. Mitä sinä tehnyt olet?	35 Pilatus ooken: Ooko aj jutjo? Jaof hyj a yllast ussajosi faaen ylpiri ja tu aj: Ko tee-en ja oo?
36 Jeesus vastasi: Ei minun valtakuntani ole tästä maailmasta. Jos minun valtakuntani olisi tästä maailmasta, niin tosin minun palvelijani olisivat sotineet, etten minä olisi tullut annetuksi ylen juutalaisille, mutta ei minun valtakuntakuntani ole täältä.	36 Jesus ooken: Ej ajof pöhyl oo täut köl. If ajof pöhyl ooif täut köl, itli rilsyli ajof seerjosi ooif siipen, syt aj ej ooif muuen faaen ylpiri tu jutjosi, mut ej ajof pöhyl oo täel.
37 Niin Pilatus sanoi hänelle: Niin sinä olet kuningas? Jeesus vastasi: Sinä sen sanot, että minä olen kuningas. Sitä varten olen minä syntynyt ja sitä varten maailmaan tullut, että minä totuuden tunnustan. Jokainen, joka on totuudesta, se kuulee minun ääneni.	37 Itli Pilatus saaen tu hä: Itli ja oo roylmä? Jesus ooken: Ja it saa, syt aj oo roylmä. For it oo aj nöee-en a for it tu köl uuten, syt aj darilvao görilsaa. Kijo, kojo oo ut darilvao, it vohöö ajof hö.
38 Pilatus sanoi hänelle: Mikä on totuus? Ja kun hän sen sanonut oli, meni hän taas ulos juutalaisten tykö ja sanoi heille: En minä löydä yhtään syytä hänessä.	38 Pilatus saaen tu hä: Ko oo darilvao? A na hä it saaen ooen, tuuen hä anen nitu tu jutjosi a saaen tu häsi: Aj kees ejri sy in hä.
39 Mutta teillä on tapa, että minun pitää teille päästämän yhden pääsiäisenä: Tahdotteko siis, että minä päästän teille juutalaisten kuninkaan?	39 Mut jasi oof lio, syt aj piit tu jasi fatuu is na Afturono: Obraako jasi syklirli, syt aj fatuu tu jasi jutjosiof roylmä?
40 Niin he huusivat taas kaikki, sanoen: Ei tätä, vaan Barabbasta. Mutta Barabbas oli ryöväri.	40 Itli häsi sääen anen ki, saali: Ej tä, mut Barabbas. Mut Barabbas ooen ahroapjo.
Johannes 19	Johan 19
1 Niin Pilatus otti silloin Jeesuksen ja ruoskitti hänen.	1 Itli Pilatus aapen itna Jesus a tuavhiipen hä.
2 Ja sotamiehet väänsivät kruunun orjantappuroista, panivat sen hänen päähänsä ja puettivat hänen purppuravaatteeseen	2 A sipmäsi potöönen kron ob pikahupsi, paaen it le häof pä a tuapavaaten hä intu redkävat,
3 ja sanoivat: Terve, Juutalaisten kuningas ja antoivat hänelle korvapuusteja.	3 a saaen: Ter, jutjosiof roylmä a faaen tu hä höevnipsi.
4 Taas tuli Pilatus ulos ja sanoi heille: Katsokaa, minä tuon hänen teille ulos, että te tietäisitte, etten minä löydä yhtään syytä hänessä.	4 Anen uuten Pilatus nitu a saaen tu häsi: Kaa jasi, aj aag hä tu jasi nitu, syt jasi daaif, syt aj kees ejri sy in hä.
5 Niin Jeesus meni ulos, kantain orjantappuraista kruunua ja purppuraista vaatetta. Ja hän sanoi heille: Katso ihmistä!	5 Itli Jesus tuuen nitu, pogaagli pikahupsiva kron a redkäva vat. A hä saaen tu häsi: Kaa ja mäm!
6 Mutta kun ylimmäiset papit ja palvelijat hänet näkivät, huusivat he, sanoen: Ristiinnaulitse, ristiinnaulitse hänet! Pilatus sanoi heille: Ottakaa te hänet ja ristiinnaulitkaa, sillä en minä löydä yhtään syytä hänessä.	6 Mut na yllast ussajosi a seerjosi vokaaen hä, sääen häsi, saali: Krosrupiik ja, krosrupiik ja hä! Pilatus saaen tu häsi: Aap jasi hä a krosrupiik jasi, syfor aj kees ejri sy in hä.
7 Vastasivat hänelle Juutalaiset: Meillä on laki ja meidän lakimme jälkeen pitää hänen kuoleman, että hän teki itsensä Jumalan Pojaksi.	7 Ooken tu hä jutjosi: Ajsi oof pöso a vili ajsiof pöso piit hä eöön, syt hä tee-en aut mu Hajo-of Son.
8 Kun siis Pilatus tämän puheen kuuli, pelkäsi hän vielä enemmän.	8 Na syklirli Pilatus tä sasa vohööen, raaken hä pirnen pir.
9 Ja meni taas raastupaan ja sanoi Jesukselle: Kusta sinä olet? Mutta ei Jeesus vastannut hänelle.	9 A tuuen anen intu pöcutolik a saaen tu Jesus: Kout ja oo? Mut ej Jesus ooken tu hä.
10 Niin Pilatus sanoi hänelle: Etkö mitään minulle puhu? Etkö tiedä, että minulla on valta sinua ristiinnaulita ja valta sinua päästää?	10 Itli Pilatus saaen tu hä: Ejko ja ö tu aj sasaa? Ejko ja daa, syt aj oof pö ja krosrupiik a pö ja fatuu?
11 Jeesus vastasi: Ei sinulla olisi yhtään valtaa minua vastaan, jos ei se olisi sinulle annettu ylhäältä. Sen tähden on hänellä suurempi synti, joka minut sinulle on luovuttanut.	11 Jesus ooken: Ja ooif ejri pö ög aj, if ej it ooif tu ja faaen ylel. Forsy it hä oof pipir aho, kojo aj tu ja oo faofuuren.
12 Ja siitä ajasta pyysi Pilatus häntä päästää. Mutta juutalaiset huusivat, sanoen: Jos sinä hänen päästät, niin et sinä ole keisarin ystävä, sillä jokainen, joka itsensä tekee kuninkaaksi, hän on keisaria vastaan.	12 A ut it no teaafen Pilatus hä fatuu. Mut jutjosi sääen, saali: If ja hä fatuu, itli ja ej ja oo keisarjo-of havijo syfor kijo, kojo aut tee mu roylmä, hä oo ög keisarjo.
13 Kun Pilatus tämän puheen kuuli, vei hän Jeesuksen ulos ja istui tuomioistuimelle, siihen paikkaan, joka kutsutaan Litostroton, mutta Hebreaksi Gabbata.	13 Na Pilatus tä sasa vohööen, gaaen hä Jesus nitu a siiten le pöcuulo, tuit lo, ko tukoota Litostroton, mut mu hebr Gabbata.
14 Mutta se oli pääsiäisen valmistuspäivä, lähes kuudennella hetkellä. Ja hän sanoi juutalaisille: Katso, teidän kuninkaanne.	14 Mut it ooen Afturono enfortetan, rafli na sikva ipno. A hä saaen tu jutjosi: Kaa ja, jasiof roylmä.
15 Mutta he huusivat: Ota pois, ota pois, ristiinnaulitse hänet! Pilatus sanoi heille: Pitääkö minun ristiinnaulitseman teidän kuninkaanne? Ylimmäiset papit vastasivat: Ei meillä ole kuningasta, vaan keisari.	15 Mut häsi sääen: Aap ja yr, aap ja yr, krosrupiik ja hä! Pilatus saaen tu häsi: Piitko aj krosrupiik jasiof roylmä? Yllast ussajosi ooken: Ajsi ej oof roylmä, mut keisarjo.
16 Niin silloin hän antoi hänen heille ristiinnaulittavaksi. Mutta he ottivat Jeesuksen ja veivät pois.	16 Itli itna hä faaen hä tu häsi for krosrupiik. Mut häsi aapen Jesus a gaaen yr.
17 Ja hän kantoi ristiänsä ja meni siihen paikkaan, joka kutsutaan Pääkallon paikaksi, mutta Hebreaksi Golgata.	17 A hä pogaagen häof kros a tuuen tuit lo, ko tukoota Päbon lo, mut mu hebr Golgata.
18 Siellä he ristiinnaulitsivat hänet ja kaksi muuta hänen kanssansa kahden puolen, mutta Jeesuksen keskelle.	18 Itla häsi krosrupiiken hä a du tua vi hä le du duik, mut Jesus le midlo.
